"","rcid","session","date","topic","China","France","Russia","United Kingdom","United States","consensus","veto_by","year"
"327",1088,24,1969-12-07,"Colonialism",2,3,1,3,3,"negative",NA,1969
"328",1089,24,1969-12-07,"Colonialism",2,2,1,3,2,"veto","United Kingdom",1969
"329",1090,24,1969-12-07,"Colonialism",2,2,1,2,2,"postive",NA,1969
"330",1093,24,1969-12-03,"Economic development",2,2,2,3,3,"negative",NA,1969
"331",1094,24,1969-12-03,"Human rights",2,1,1,1,1,"postive",NA,1969
"332",1095,24,1969-12-03,"Colonialism",2,2,1,2,2,"postive",NA,1969
"333",1096,24,1969-12-03,"Human rights",2,3,2,3,3,"negative",NA,1969
"334",1097,24,1969-12-04,"Human rights",2,1,3,1,1,"veto","Russia",1969
"335",1098,24,1969-12-04,"Human rights",2,1,3,1,1,"veto","Russia",1969
"336",1099,24,1969-12-04,"Colonialism",2,2,1,1,2,"postive",NA,1969
"337",1100,24,1969-12-04,"Colonialism",2,2,1,2,2,"postive",NA,1969
"338",1101,24,1969-12-04,"Colonialism",2,2,1,2,2,"postive",NA,1969
"339",1102,24,1969-12-04,"Colonialism",2,2,1,1,1,"postive",NA,1969
"340",1103,24,1969-12-04,"Arms control and disarmament",2,2,2,1,1,"postive",NA,1969
"341",1104,24,1969-12-04,"Arms control and disarmament",2,2,1,2,3,"veto","United States",1969
"342",1105,24,1969-12-04,"Nuclear weapons and nuclear material",2,1,2,1,1,"postive",NA,1969
"343",1106,24,1969-12-04,"Nuclear weapons and nuclear material",2,1,2,1,1,"postive",NA,1969
"344",1180,26,1971-09-02,"Colonialism",2,1,3,1,1,"veto","Russia",1971
"345",1181,26,1971-09-03,"Colonialism",2,1,3,1,1,"veto","Russia",1971
"346",1192,26,1971-11-04,"Human rights",2,1,1,1,1,"postive",NA,1971
"347",1193,26,1971-11-04,"Colonialism",1,2,1,2,2,"postive",NA,1971
"348",1194,26,1971-11-03,"Colonialism",1,2,1,3,2,"veto","United Kingdom",1971
"349",1196,26,1971-11-03,"Human rights",2,1,1,2,1,"postive",NA,1971
"350",1198,26,1971-11-03,"Human rights",1,1,1,2,1,"postive",NA,1971
"351",1199,26,1971-11-03,"Human rights",1,2,1,2,2,"postive",NA,1971
"352",1200,26,1971-11-03,"Human rights",1,2,1,2,1,"postive",NA,1971
"353",1201,26,1971-11-03,"Human rights",1,2,1,2,1,"postive",NA,1971
"354",1202,26,1971-11-03,"Human rights",1,3,1,3,3,"negative",NA,1971
"355",1203,26,1971-11-03,"Human rights",1,2,1,2,2,"postive",NA,1971
"356",1204,26,1971-11-03,"Human rights",1,2,1,2,1,"postive",NA,1971
"357",1205,26,1971-11-03,"Arms control and disarmament",1,2,1,2,2,"postive",NA,1971
"358",1205,26,1971-11-03,"Human rights",1,2,1,2,2,"postive",NA,1971
"359",1207,26,1971-12-05,"Colonialism",1,1,1,1,2,"postive",NA,1971
"360",1207,26,1971-12-05,"Palestinian conflict",1,1,1,1,2,"postive",NA,1971
"361",1208,26,1971-12-05,"Palestinian conflict",1,2,1,2,3,"veto","United States",1971
"362",1209,26,1971-12-05,"Palestinian conflict",1,1,1,1,1,"postive",NA,1971
"363",1210,26,1971-12-05,"Human rights",1,2,1,3,2,"veto","United Kingdom",1971
"364",1211,26,1971-12-05,"Human rights",1,1,1,1,1,"postive",NA,1971
"365",1212,26,1971-12-05,"Colonialism",1,2,1,2,1,"postive",NA,1971
"366",1212,26,1971-12-05,"Human rights",1,2,1,2,1,"postive",NA,1971
"367",1213,26,1971-12-05,"Human rights",2,2,1,2,2,"postive",NA,1971
"368",1214,26,1971-12-05,"Human rights",1,3,1,3,2,"negative",NA,1971
"369",1215,26,1971-12-05,"Arms control and disarmament",1,2,1,2,2,"postive",NA,1971
"370",1216,26,1971-12-05,"Human rights",2,2,1,3,3,"negative",NA,1971
"371",1217,26,1971-12-05,"Colonialism",1,2,1,3,3,"negative",NA,1971
"372",1217,26,1971-12-05,"Human rights",1,2,1,3,3,"negative",NA,1971
"373",1218,26,1971-12-05,"Human rights",1,2,1,2,3,"veto","United States",1971
"374",1219,26,1971-12-05,"Human rights",2,3,1,3,3,"negative",NA,1971
"375",1220,26,1971-12-05,"Human rights",1,2,1,3,3,"negative",NA,1971
"376",1221,26,1971-12-05,"Colonialism",2,3,1,3,3,"negative",NA,1971
"377",1221,26,1971-12-05,"Human rights",2,3,1,3,3,"negative",NA,1971
"378",1222,26,1971-12-05,"Human rights",1,2,1,3,3,"negative",NA,1971
"379",1223,26,1971-12-05,"Human rights",2,1,2,1,1,"postive",NA,1971
"380",1224,26,1971-12-05,"Colonialism",1,2,1,2,3,"negative",NA,1971
"381",1224,26,1971-12-05,"Palestinian conflict",1,2,1,2,3,"negative",NA,1971
"382",1225,26,1971-12-05,"Colonialism",1,2,1,2,3,"negative",NA,1971
"383",1225,26,1971-12-05,"Palestinian conflict",1,2,1,2,3,"negative",NA,1971
"384",1226,26,1971-12-05,"Colonialism",1,3,1,3,3,"negative",NA,1971
"385",1229,26,1971-12-02,"Colonialism",2,3,1,3,3,"negative",NA,1971
"386",1230,26,1971-12-02,"Colonialism",2,3,1,3,3,"negative",NA,1971
"387",1231,26,1971-12-05,"Palestinian conflict",3,3,3,3,2,"negative",NA,1971
"388",1232,26,1971-12-05,"Palestinian conflict",3,3,3,3,2,"negative",NA,1971
"389",1233,26,1971-12-05,"Palestinian conflict",3,3,3,3,1,"negative",NA,1971
"390",1234,26,1971-12-05,"Palestinian conflict",3,3,3,3,2,"negative",NA,1971
"391",1236,26,1971-12-05,"Palestinian conflict",3,3,3,3,1,"negative",NA,1971
"392",1237,26,1971-12-05,"Palestinian conflict",3,3,3,3,1,"negative",NA,1971
"393",1238,26,1971-12-05,"Palestinian conflict",3,3,3,2,2,"negative",NA,1971
"394",1239,26,1971-12-05,"Palestinian conflict",2,1,1,1,2,"postive",NA,1971
"395",1240,26,1971-12-05,"Palestinian conflict",3,3,3,2,2,"negative",NA,1971
"396",1241,26,1971-12-06,"Economic development",2,1,1,1,2,"postive",NA,1971
"397",1242,26,1971-12-06,"Economic development",2,1,1,1,1,"postive",NA,1971
"398",1243,26,1971-12-06,"Economic development",2,1,3,1,1,"negative",NA,1971
"399",1243,26,1971-12-06,"Nuclear weapons and nuclear material",2,1,3,1,1,"negative",NA,1971
"400",1244,26,1971-12-06,"Economic development",2,1,2,2,3,"veto","United States",1971
"401",1245,26,1971-12-06,"Economic development",2,1,2,1,1,"postive",NA,1971
"402",1246,26,1971-12-06,"Economic development",2,2,3,1,1,"veto","Russia",1971
"403",1247,26,1971-12-06,"Economic development",2,1,3,1,1,"veto","Russia",1971
"404",1248,26,1971-12-06,"Economic development",2,1,3,1,1,"veto","Russia",1971
"405",1249,26,1971-12-06,"Economic development",2,1,2,1,1,"postive",NA,1971
"406",1250,26,1971-12-01,"Arms control and disarmament",2,2,1,1,1,"postive",NA,1971
"407",1251,26,1971-12-01,"Arms control and disarmament",2,1,1,1,1,"postive",NA,1971
"408",1255,26,1971-12-01,"Arms control and disarmament",3,2,2,2,2,"negative",NA,1971
"409",1255,26,1971-12-01,"Nuclear weapons and nuclear material",3,2,2,2,2,"negative",NA,1971
"410",1256,26,1971-12-01,"Arms control and disarmament",3,2,1,2,2,"negative",NA,1971
"411",1256,26,1971-12-01,"Nuclear weapons and nuclear material",3,2,1,2,2,"negative",NA,1971
"412",1257,26,1971-12-01,"Arms control and disarmament",3,3,1,2,2,"negative",NA,1971
"413",1257,26,1971-12-01,"Nuclear weapons and nuclear material",3,3,1,2,2,"negative",NA,1971
"414",1258,26,1971-12-01,"Arms control and disarmament",3,3,1,2,2,"negative",NA,1971
"415",1258,26,1971-12-01,"Nuclear weapons and nuclear material",3,3,1,2,2,"negative",NA,1971
"416",1259,26,1971-12-01,"Arms control and disarmament",3,2,2,2,2,"negative",NA,1971
"417",1259,26,1971-12-01,"Nuclear weapons and nuclear material",3,2,2,2,2,"negative",NA,1971
"418",1260,26,1971-12-01,"Arms control and disarmament",2,2,1,1,1,"postive",NA,1971
"419",1261,26,1971-12-01,"Arms control and disarmament",2,2,1,1,1,"postive",NA,1971
"420",1262,26,1971-12-01,"Arms control and disarmament",2,2,1,2,2,"postive",NA,1971
"421",1267,26,1971-12-05,"Colonialism",2,2,1,2,3,"negative",NA,1971
"422",1267,26,1971-12-05,"Human rights",2,2,1,2,3,"negative",NA,1971
"423",1267,26,1971-12-05,"Palestinian conflict",2,2,1,2,3,"negative",NA,1971
"424",1272,26,1971-12-05,"Economic development",2,3,2,3,1,"negative",NA,1971
"425",1275,26,1971-12-05,"Colonialism",2,2,1,2,2,"postive",NA,1971
"426",1276,26,1971-12-05,"Colonialism",2,3,1,3,3,"negative",NA,1971
"427",1277,26,1971-12-05,"Colonialism",2,2,1,2,2,"postive",NA,1971
"428",1278,26,1971-12-05,"Colonialism",2,2,1,3,3,"negative",NA,1971
"429",1279,26,1971-12-05,"Colonialism",2,3,1,3,3,"negative",NA,1971
"430",1282,26,1971-12-05,"Colonialism",2,3,1,3,2,"negative",NA,1971
"431",1285,26,1971-12-05,"Colonialism",2,2,1,2,2,"postive",NA,1971
"432",1412,28,1973-12-02,"Arms control and disarmament",2,2,2,2,2,"postive",NA,1973
"433",1413,28,1973-12-02,"Arms control and disarmament",3,2,1,1,1,"negative",NA,1973
"434",1413,28,1973-12-02,"Nuclear weapons and nuclear material",3,2,1,1,1,"negative",NA,1973
"435",1414,28,1973-12-02,"Arms control and disarmament",2,2,2,2,2,"postive",NA,1973
"436",1415,28,1973-12-04,"Arms control and disarmament",1,1,2,1,1,"postive",NA,1973
"437",1415,28,1973-12-04,"Nuclear weapons and nuclear material",1,1,2,1,1,"postive",NA,1973
"438",1417,28,1973-12-04,"Arms control and disarmament",2,2,1,1,1,"postive",NA,1973
"439",1418,28,1973-12-04,"Arms control and disarmament",3,3,2,2,2,"negative",NA,1973
"440",1418,28,1973-12-04,"Nuclear weapons and nuclear material",3,3,2,2,2,"negative",NA,1973
"441",1419,28,1973-12-04,"Arms control and disarmament",3,3,2,2,2,"negative",NA,1973
"442",1419,28,1973-12-04,"Nuclear weapons and nuclear material",3,3,2,2,2,"negative",NA,1973
"443",1420,28,1973-12-05,"Nuclear weapons and nuclear material",2,2,1,2,2,"postive",NA,1973
"444",1421,28,1973-12-05,"Nuclear weapons and nuclear material",2,1,1,1,1,"postive",NA,1973
"445",1422,28,1973-12-05,"Nuclear weapons and nuclear material",2,2,2,2,2,"postive",NA,1973
"446",1423,28,1973-11-03,"Nuclear weapons and nuclear material",2,1,2,1,2,"postive",NA,1973
"447",1430,28,1973-12-05,"Colonialism",1,1,1,1,1,"postive",NA,1973
"448",1430,28,1973-12-05,"Human rights",1,1,1,1,1,"postive",NA,1973
"449",1430,28,1973-12-05,"Palestinian conflict",1,1,1,1,1,"postive",NA,1973
"450",1431,28,1973-12-05,"Colonialism",1,2,1,2,3,"negative",NA,1973
"451",1431,28,1973-12-05,"Human rights",1,2,1,2,3,"negative",NA,1973
"452",1431,28,1973-12-05,"Palestinian conflict",1,2,1,2,3,"negative",NA,1973
"453",1432,28,1973-12-05,"Palestinian conflict",1,1,1,1,2,"postive",NA,1973
"454",1433,28,1973-12-05,"Palestinian conflict",1,2,1,2,3,"veto","United States",1973
"455",1436,28,1973-12-01,"Economic development",3,1,1,1,1,"veto","China",1973
"456",1437,28,1973-12-01,"Economic development",1,2,1,2,2,"postive",NA,1973
"457",1438,28,1973-12-01,"Economic development",1,3,1,3,3,"negative",NA,1973
"458",1439,28,1973-12-01,"Economic development",1,2,1,3,2,"veto","United Kingdom",1973
"459",1440,28,1973-12-01,"Colonialism",1,2,1,2,3,"negative",NA,1973
"460",1440,28,1973-12-01,"Economic development",1,2,1,2,3,"negative",NA,1973
"461",1441,28,1973-12-01,"Colonialism",1,2,1,2,3,"negative",NA,1973
"462",1441,28,1973-12-01,"Economic development",1,2,1,2,3,"negative",NA,1973
"463",1441,28,1973-12-01,"Palestinian conflict",1,2,1,2,3,"negative",NA,1973
"464",1442,28,1973-12-04,"Economic development",1,2,2,2,2,"postive",NA,1973
"465",1449,28,1973-12-01,"Economic development",1,2,1,2,1,"postive",NA,1973
"466",1452,28,1973-12-04,"Human rights",2,2,2,2,2,"postive",NA,1973
"467",1453,28,1973-12-05,"Economic development",2,1,1,2,1,"postive",NA,1973
"468",1454,28,1973-12-05,"Human rights",2,1,2,1,1,"postive",NA,1973
"469",1455,28,1973-12-05,"Human rights",2,1,1,2,2,"postive",NA,1973
"470",1456,28,1973-12-02,"Colonialism",1,2,1,2,2,"postive",NA,1973
"471",1457,28,1973-11-07,"Human rights",2,1,3,1,1,"veto","Russia",1973
"472",1458,28,1973-12-01,"Human rights",2,3,3,3,3,"negative",NA,1973
"473",1459,28,1973-12-01,"Human rights",2,2,2,3,3,"negative",NA,1973
"474",1460,28,1973-12-01,"Human rights",2,3,3,3,3,"negative",NA,1973
"475",1461,28,1973-12-01,"Human rights",2,1,1,1,1,"postive",NA,1973
"476",1462,28,1973-12-03,"Human rights",1,1,1,1,2,"postive",NA,1973
"477",1463,28,1973-12-03,"Colonialism",1,3,1,3,3,"negative",NA,1973
"478",1463,28,1973-12-03,"Human rights",1,3,1,3,3,"negative",NA,1973
"479",1465,28,1973-12-03,"Colonialism",1,2,1,2,2,"postive",NA,1973
"480",1466,28,1973-12-03,"Colonialism",1,2,1,2,3,"veto","United States",1973
"481",1467,28,1973-12-03,"Colonialism",1,2,1,3,3,"negative",NA,1973
"482",1469,28,1973-12-05,"Colonialism",1,3,1,3,3,"negative",NA,1973
"483",1470,28,1973-12-05,"Colonialism",1,2,1,2,2,"postive",NA,1973
"484",1471,28,1973-12-05,"Colonialism",1,2,1,2,2,"postive",NA,1973
"485",1472,28,1973-12-05,"Colonialism",1,1,1,1,1,"postive",NA,1973
"486",1473,28,1973-12-05,"Colonialism",1,2,1,2,2,"postive",NA,1973
"487",1475,28,1973-12-05,"Colonialism",1,2,1,2,1,"postive",NA,1973
"488",1477,28,1973-12-05,"Colonialism",1,2,1,2,2,"postive",NA,1973
"489",1479,28,1973-10-01,"Human rights",1,1,1,1,1,"postive",NA,1973
"490",1480,28,1973-12-05,"Human rights",2,2,1,2,2,"postive",NA,1973
"491",1481,28,1973-12-05,"Human rights",1,2,1,2,2,"postive",NA,1973
"492",1482,28,1973-12-05,"Human rights",1,1,1,2,2,"postive",NA,1973
"493",1483,28,1973-12-05,"Human rights",1,2,1,2,2,"postive",NA,1973
"494",1484,28,1973-12-05,"Human rights",1,2,1,2,2,"postive",NA,1973
"495",1485,28,1973-12-05,"Human rights",1,2,1,3,3,"negative",NA,1973
"496",1486,28,1973-12-05,"Human rights",1,3,1,3,3,"negative",NA,1973
"497",1487,28,1973-12-05,"Human rights",1,2,1,2,2,"postive",NA,1973
"498",1488,28,1973-12-03,"Colonialism",1,1,1,1,1,"postive",NA,1973
"499",1492,28,1973-12-03,"Colonialism",1,2,2,2,3,"veto","United States",1973
"500",1493,28,1973-12-03,"Colonialism",1,2,1,3,3,"negative",NA,1973
"501",1494,28,1973-12-03,"Colonialism",1,3,1,3,3,"negative",NA,1973
"502",1495,28,1973-12-03,"Colonialism",1,1,1,1,1,"postive",NA,1973
"503",1582,30,1975-11-01,"Palestinian conflict",2,2,1,3,3,"negative",NA,1975
"504",1583,30,1975-11-01,"Palestinian conflict",1,2,1,3,3,"negative",NA,1975
"505",1585,30,1975-12-07,"Colonialism",2,2,1,3,3,"negative",NA,1975
"506",1585,30,1975-12-07,"Palestinian conflict",2,2,1,3,3,"negative",NA,1975
"507",1586,30,1975-12-06,"Colonialism",1,2,1,2,3,"veto","United States",1975
"508",1587,30,1975-12-06,"Colonialism",1,2,1,1,3,"veto","United States",1975
"509",1592,30,1975-12-06,"Arms control and disarmament",3,2,2,2,2,"negative",NA,1975
"510",1592,30,1975-12-06,"Nuclear weapons and nuclear material",3,2,2,2,2,"negative",NA,1975
"511",1593,30,1975-12-06,"Arms control and disarmament",1,1,2,1,1,"postive",NA,1975
"512",1593,30,1975-12-06,"Nuclear weapons and nuclear material",1,1,2,1,1,"postive",NA,1975
"513",1595,30,1975-12-06,"Arms control and disarmament",1,1,1,1,1,"postive",NA,1975
"514",1595,30,1975-12-06,"Nuclear weapons and nuclear material",1,1,1,1,1,"postive",NA,1975
"515",1596,30,1975-12-06,"Arms control and disarmament",2,1,1,1,1,"postive",NA,1975
"516",1596,30,1975-12-06,"Nuclear weapons and nuclear material",2,1,1,1,1,"postive",NA,1975
"517",1597,30,1975-12-06,"Nuclear weapons and nuclear material",1,3,2,3,3,"negative",NA,1975
"518",1598,30,1975-12-06,"Arms control and disarmament",1,2,2,1,2,"postive",NA,1975
"519",1598,30,1975-12-06,"Nuclear weapons and nuclear material",1,2,2,1,2,"postive",NA,1975
"520",1599,30,1975-12-06,"Arms control and disarmament",1,1,1,1,1,"postive",NA,1975
"521",1599,30,1975-12-06,"Nuclear weapons and nuclear material",1,1,1,1,1,"postive",NA,1975
"522",1599,30,1975-12-06,"Palestinian conflict",1,1,1,1,1,"postive",NA,1975
"523",1600,30,1975-12-06,"Arms control and disarmament",1,2,2,2,2,"postive",NA,1975
"524",1600,30,1975-12-06,"Nuclear weapons and nuclear material",1,2,2,2,2,"postive",NA,1975
"525",1601,30,1975-12-06,"Arms control and disarmament",3,2,1,2,2,"negative",NA,1975
"526",1601,30,1975-12-06,"Nuclear weapons and nuclear material",3,2,1,2,2,"negative",NA,1975
"527",1602,30,1975-12-06,"Arms control and disarmament",2,2,1,2,2,"postive",NA,1975
"528",1602,30,1975-12-06,"Nuclear weapons and nuclear material",2,2,1,2,2,"postive",NA,1975
"529",1603,30,1975-12-07,"Arms control and disarmament",3,2,2,1,2,"negative",NA,1975
"530",1603,30,1975-12-07,"Nuclear weapons and nuclear material",3,2,2,1,2,"negative",NA,1975
"531",1604,30,1975-12-07,"Arms control and disarmament",2,1,3,2,2,"veto","Russia",1975
"532",1605,30,1975-12-07,"Arms control and disarmament",2,2,3,2,3,"negative",NA,1975
"533",1605,30,1975-12-07,"Nuclear weapons and nuclear material",2,2,3,2,3,"negative",NA,1975
"534",1606,30,1975-12-07,"Arms control and disarmament",2,2,1,2,2,"postive",NA,1975
"535",1607,30,1975-12-07,"Arms control and disarmament",2,2,1,1,1,"postive",NA,1975
"536",1609,30,1975-11-06,"Human rights",1,2,1,2,2,"postive",NA,1975
"537",1610,30,1975-11-06,"Human rights",1,2,1,2,2,"postive",NA,1975
"538",1611,30,1975-12-05,"Human rights",1,3,1,3,3,"negative",NA,1975
"539",1612,30,1975-12-03,"Palestinian conflict",2,1,1,1,1,"postive",NA,1975
"540",1613,30,1975-12-03,"Colonialism",1,1,1,2,3,"negative",NA,1975
"541",1613,30,1975-12-03,"Palestinian conflict",1,1,1,2,3,"negative",NA,1975
"542",1614,30,1975-12-03,"Colonialism",1,2,1,2,3,"negative",NA,1975
"543",1614,30,1975-12-03,"Human rights",1,2,1,2,3,"negative",NA,1975
"544",1614,30,1975-12-03,"Palestinian conflict",1,2,1,2,3,"negative",NA,1975
"545",1615,30,1975-12-03,"Colonialism",1,1,1,1,1,"postive",NA,1975
"546",1615,30,1975-12-03,"Human rights",1,1,1,1,1,"postive",NA,1975
"547",1615,30,1975-12-03,"Palestinian conflict",1,1,1,1,1,"postive",NA,1975
"548",1616,30,1975-12-03,"Colonialism",1,2,1,2,2,"postive",NA,1975
"549",1616,30,1975-12-03,"Human rights",1,2,1,2,2,"postive",NA,1975
"550",1616,30,1975-12-03,"Palestinian conflict",1,2,1,2,2,"postive",NA,1975
"551",1617,30,1975-12-03,"Palestinian conflict",1,2,1,2,3,"veto","United States",1975
"552",1618,30,1975-12-07,"Economic development",1,2,1,3,3,"negative",NA,1975
"553",1619,30,1975-12-03,"Arms control and disarmament",1,2,1,2,3,"veto","United States",1975
"554",1620,30,1975-11-01,"Human rights",1,2,1,3,3,"negative",NA,1975
"555",1621,30,1975-11-01,"Human rights",1,2,1,3,3,"negative",NA,1975
"556",1622,30,1975-11-01,"Human rights",1,3,1,3,3,"negative",NA,1975
"557",1622,30,1975-11-01,"Palestinian conflict",1,3,1,3,3,"negative",NA,1975
"558",1623,30,1975-11-01,"Colonialism",1,2,1,2,2,"postive",NA,1975
"559",1623,30,1975-11-01,"Human rights",1,2,1,2,2,"postive",NA,1975
"560",1624,30,1975-12-04,"Human rights",2,1,1,1,1,"postive",NA,1975
"561",1626,30,1975-12-04,"Human rights",2,1,1,1,1,"postive",NA,1975
"562",1628,30,1975-12-03,"Human rights",1,2,1,2,2,"postive",NA,1975
"563",1629,30,1975-12-03,"Human rights",2,2,1,2,3,"veto","United States",1975
"564",1631,30,1975-11-05,"Colonialism",1,2,1,2,2,"postive",NA,1975
"565",1632,30,1975-12-03,"Colonialism",1,2,1,2,2,"postive",NA,1975
"566",1633,30,1975-12-03,"Colonialism",1,2,1,2,2,"postive",NA,1975
"567",1634,30,1975-12-03,"Colonialism",1,2,1,2,2,"postive",NA,1975
"568",1635,30,1975-12-03,"Colonialism",1,2,1,3,3,"negative",NA,1975
"569",1636,30,1975-12-03,"Colonialism",1,1,1,1,2,"postive",NA,1975
"570",1637,30,1975-12-03,"Colonialism",1,3,1,2,2,"veto","France",1975
"571",1640,30,1975-12-06,"Colonialism",1,2,1,2,2,"postive",NA,1975
"572",1641,30,1975-12-07,"Colonialism",1,2,1,2,2,"postive",NA,1975
"573",1643,30,1975-12-05,"Economic development",1,1,3,1,1,"veto","Russia",1975
"574",1645,30,1975-12-05,"Human rights",2,2,1,2,3,"veto","United States",1975
"575",1648,30,1975-12-05,"Colonialism",2,1,3,1,2,"negative",NA,1975
"576",1648,30,1975-12-05,"Human rights",2,1,3,1,2,"negative",NA,1975
"577",1741,32,1977-10-05,"Colonialism",1,1,1,1,2,"postive",NA,1977
"578",1741,32,1977-10-05,"Palestinian conflict",1,1,1,1,2,"postive",NA,1977
"579",1742,32,1977-11-05,"Colonialism",1,2,1,2,2,"postive",NA,1977
"580",1744,32,1977-11-01,"Colonialism",1,2,1,2,2,"postive",NA,1977
"581",1744,32,1977-11-01,"Human rights",1,2,1,2,2,"postive",NA,1977
"582",1750,32,1977-11-01,"Colonialism",2,2,1,2,3,"negative",NA,1977
"583",1750,32,1977-11-01,"Palestinian conflict",2,2,1,2,3,"negative",NA,1977
"584",1751,32,1977-12-03,"Palestinian conflict",1,2,1,3,3,"negative",NA,1977
"585",1752,32,1977-12-03,"Human rights",1,2,1,3,3,"negative",NA,1977
"586",1752,32,1977-12-03,"Palestinian conflict",1,2,1,3,3,"negative",NA,1977
"587",1753,32,1977-12-01,"Colonialism",1,2,1,2,2,"postive",NA,1977
"588",1754,32,1977-12-01,"Human rights",1,1,1,1,1,"postive",NA,1977
"589",1755,32,1977-12-01,"Economic development",1,1,1,1,1,"postive",NA,1977
"590",1755,32,1977-12-01,"Human rights",1,1,1,1,1,"postive",NA,1977
"591",1756,32,1977-12-01,"Palestinian conflict",1,3,1,3,3,"negative",NA,1977
"592",1757,32,1977-12-01,"Economic development",1,3,1,3,3,"negative",NA,1977
"593",1759,32,1977-12-01,"Human rights",1,1,1,1,1,"postive",NA,1977
"594",1760,32,1977-12-01,"Human rights",1,2,1,2,2,"postive",NA,1977
"595",1761,32,1977-12-01,"Human rights",1,3,1,3,3,"negative",NA,1977
"596",1763,32,1977-12-01,"Human rights",1,1,1,1,1,"postive",NA,1977
"597",1764,32,1977-12-01,"Human rights",1,2,1,2,2,"postive",NA,1977
"598",1765,32,1977-12-01,"Human rights",1,1,1,1,1,"postive",NA,1977
"599",1766,32,1977-12-01,"Economic development",1,2,1,2,2,"postive",NA,1977
"600",1767,32,1977-12-06,"Arms control and disarmament",1,2,2,1,1,"postive",NA,1977
"601",1767,32,1977-12-06,"Nuclear weapons and nuclear material",1,2,2,1,1,"postive",NA,1977
"602",1768,32,1977-12-06,"Arms control and disarmament",3,2,1,1,1,"negative",NA,1977
"603",1768,32,1977-12-06,"Nuclear weapons and nuclear material",3,2,1,1,1,"negative",NA,1977
"604",1769,32,1977-12-06,"Arms control and disarmament",1,1,2,1,1,"postive",NA,1977
"605",1769,32,1977-12-06,"Nuclear weapons and nuclear material",1,1,2,1,1,"postive",NA,1977
"606",1770,32,1977-12-06,"Arms control and disarmament",2,1,1,1,1,"postive",NA,1977
